1fb96594-e500-45d5-9f6d-87d8e9f31d28,21
2dd728c6-46ff-476c-b235-0bccf0e4b331,59
656c29f6-85aa-4a65-86a5-dff8fe84b21e,37
ef0c6331-2f37-4950-862d-f788f35f36ab,33
24b4e3f0-8f96-48b0-918b-91e60b61f110,16
35f99368-512f-4245-aac4-1b534dc13a10,81
c8e106b6-0281-4d41-bf11-581a54c827c5,11
9b9befd9-a5dd-48b8-87e9-c98f05cf3a98,7
68a445f2-5edd-4746-bdf0-72e9b61dd3c2,10
198cf87c-b2c5-4faa-a8f3-eb6e7780e3e2,89
b5906b41-6774-4f7a-b403-addcbc3537ea,32
340d3910-17a4-471d-b369-03ba903ff5ba,70
3a23162f-d0b8-4c1c-8af2-07b261f3e513,14
4b6e2134-3148-43b8-8ee2-896ed61d5a2f,2
1683dbd1-b168-405f-a9fd-0ae18a8f3fbd,39
653a5613-2a0d-4a9d-80fd-94178b65e50b,41
0fc61003-cbe4-4396-95b2-497bcafc722a,11
be576c12-686f-443d-8209-2a82a1488598,47
3d7c37b7-5d96-4e4c-9073-ae48d537c3d8,129
70fd7300-885d-4f12-b833-9eba737c203e,39
5265bcad-bbca-468f-8e1f-222afd1c6b6a,55
5f0504b2-2a6b-48b6-ab4f-6c20c88a7be6,15
18a2e5e1-74b3-4225-a315-2c768fe325a5,5
bbb76224-a514-4441-b0bd-783216db7d65,31
3226b6d0-d067-44e4-a3e8-dcf02d76b0d8,20
b936ece1-3bca-4417-960c-a549aded9819,18
ba77ab94-e4dd-4f72-82f4-69d2464bb81c,7
cf961fa6-01e9-4887-99d8-6ed13ecd852b,63
c362b5b9-1eb1-4f4c-a722-04114da4e668,2
dd027f34-7b92-49a4-92fa-5a564140b86c,10
3c845e17-5b45-4e57-8452-5e1b625019a6,4
1b9566b8-e875-46b4-8741-7cde1643a14e,10
f4d16c89-adaf-4436-b2fc-4373c7473d30,53
e9234b30-357f-4328-936e-4951e298bc98,22
2793f490-e95c-4b89-a3f8-8e5b94c53767,1
79affbc1-2c77-4d96-8929-b3626962e8de,12
f4b67536-4295-4074-b04e-7d4857591a69,113
f47e5df1-df69-4778-9034-87a9bfb1fde6,1
e3be4886-5b8c-4068-acde-de6c4ab68112,36
80db8bb4-6f46-4b80-9b19-580c98ef15c7,63
935c8264-71a8-45ef-aa90-9d9a9a79b00f,38
041ae90e-7ff1-4d4f-8ee1-e9343db6feb5,49
e8b9db36-ad13-4d3d-8d5f-9088e7294659,1
6ec99be1-ceb8-4166-9e35-0e87ee99d1a2,8
9e019b67-4e30-48b2-8dd0-e3dffdb4feee,63
33da3e28-1294-45ff-be27-00c50d96cbbc,2
af09ac96-257b-48ac-96b9-6d34331cbbc4,4
d00d46af-f923-4544-bd36-9ce3bc9daa36,8
0d09f311-fb7b-46bd-9136-6178def6dc07,81
77a6f14c-b320-4f55-851b-e7cbbafdabb4,1
85752a22-e6c2-4c4d-8f46-f948853305db,12
9e75963b-08fe-41a4-bad5-b6ce8629bcf3,21
cdb9876c-cf2e-4b46-8c81-e40aab114583,27
1cb8e34c-7d7c-42a5-8896-a7d61e2719eb,42
bb487150-4a37-4d51-b2df-9c743051cd5b,5
05559b9d-c5cd-45ff-be57-126b01afb943,13
52820f64-53cc-4363-b751-6a4456fb818b,12
fe3475ce-c403-49f4-8a15-ff49675a7db1,5
7b07c638-720b-41b9-be07-d73dea2c13cf,13
6a1dfba7-dd8f-4062-9d1c-e2c4836afb0c,4